WORD_ID;FROM;TO;EXAMPLE;GLOBAL_ENABLED
81e429be-a7b6-3ec4-8b55-a55a1869d34f;To arrive;Przyjechać;Kiedy przyjedziesz do Warszawy?;true
14b06f0a-c304-381c-9a2c-db821b752176;To tell(a story);Opowiedzieć;Opowiedział mi swoją historię.;true
c8719a96-c1c7-32ba-ac0d-dec45182258c;Morning;Przedpołudnie;Przedpołudniem pracuję w domu.;true
03b220e5-6306-3ae8-adf8-565e8af54bb2;Plant;Roślina;Ta roślina potrzebuje dużo wody.;true
afb548ea-c7de-3fea-8bd9-ec53fa039f7d;Adult;Dorosły;Ten film jest tylko dla dorosłych.;true
460071ec-3aae-318c-b6a4-852e609edbb4;Suit;Garnitur;Tata nosi garnitur do pracy.;true
cfdab31b-faf7-32fc-b453-87f6b10f94b9;Tie;Krawat;Dziś noszę czerwony krawat.;true
cea35ea1-c0e1-3135-8028-a6873ae4fa7b;Pants;Spodnie;Założyłem nowe spodnie.;true
dfd61230-0c24-30cc-bfc6-9b3b019b4969;West;Zachód;Idziemy na zachód.;true
88a38325-3be3-3346-b272-2b3cf28d58d0;East;Wschód;Słońce wschodzi na wschodzie.;true
6b8f9eb3-304a-324b-b5d7-2796fa7d9961;North;Północ;Na północy zimy są mroźne.;true
aac20254-2c74-3b71-b91c-2568a6b21c1a;South;Południe;Na południu jest cieplej.;true
a5d5246f-1ec7-365a-ae7a-b6f97a6ee502;Before;Przed;Przed spotkaniem piję kawę.;true
c2d8dbbb-1e53-31aa-9a1a-d46730cb8c08;After;Po;Po pracy wracam do domu.;true
33955fc4-5c6c-34e3-b40a-d97c8e2cde18;Behind;Za;Kot jest za stołem.;true
c0e2c4b4-faf3-3aab-aabc-2936e243222f;Beside;Obok;Mój przyjaciel siedzi obok mnie.;true
70ab800a-aaec-3b64-9cc4-89a4f517b8d7;Weekday;Dzień powszedni;W dni powszednie wstaję wcześnie.;true
12315540-3f29-3e08-a736-6355942d79e8;Important;Ważny;Dobre zdrowie jest ważne.;true
b6866f69-8b0d-392f-916b-4fb05f7f807d;Flat(surface);Płaski;Blat stołu jest płaski.;true
2a6b71be-ebab-3e01-9db0-bffad0f71bd0;In the middle;Pośrodku;Lampa wisi pośrodku pokoju.;true
61170c64-665d-39f5-8350-5d52683f5e2e;To stay;Zostać;Dziś wieczorem zostanę w domu.;true
5f7ca786-8bbc-300d-bc0d-f6cd9fda81a4;Disadventage;Wada;Ten plan ma jedną wadę.;true
6f46b08d-8762-300e-8953-b5d9f909b708;Advantage;Zaleta;Zaletą mieszkania jest duży ogród.;true
e684b127-ca69-3929-a498-0aec1a235f78;Friendly;Przyjazny;Moi sąsiedzi są bardzo przyjaźni.;true
911f7524-f3b9-3d26-a268-14390b7a4cf1;Bracelet;Bransoletka;Dostałam piękną bransoletkę w prezencie.;true
29853498-d370-3eae-9838-ec9703f98860;Kind;Miły;Jesteś bardzo miły!;true
e9578b61-4058-3d91-b913-1ddbb2150afb;Short(height);Niski;Moja siostra jest niska i blond.;true
ae9c4e67-f3d9-30be-bf8d-0bd95e1de7f6;Long(height);Wysoki;Mój brat jest bardzo wysoki.;true
ee35aeda-9d0b-36c3-b8c2-29f584c6524b;Old;Stary;Stary pies śpi w fotelu.;true
57128d98-d935-3105-b90b-637fdf2950ee;Young;Młody;Nasza nauczycielka jest młoda.;true
5878065a-9234-344e-bfc2-b53536babda0;Younger sister;Młodsza siostra;Moja młodsza siostra ma sześć lat.;true
542262fa-e232-3260-b0f7-fe23ec43bca5;Sister;Siostra;Moja siostra mieszka w Berlinie.;true
7f95e003-da98-36c5-acf6-78876eec6329;Older Sister;Starsza siostra;Starsza siostra ma na imię Anna.;true
44c55b02-10ca-354d-9c3c-a268aa40c2d8;Younger brother;Młodszy brat;Mój młodszy brat lubi grać w piłkę.;true
773fdcd3-2f3e-3c40-8ab3-55e6ec8b83ee;Older brother;Starszy brat;Starszy brat jest inżynierem.;true
d2190d7e-0226-30c4-bb73-ea9171a0089c;Brother;Brat;Mam dwóch braci.;true
b5d32e81-b16c-38bd-9d19-b2452b101fd1;Usually;Zazwyczaj;Zazwyczaj jeżdżę do pracy autobusem.;true
f344118c-9abf-33d6-b351-f481792046b4;Rarely;Rzadko;Rzadko jem mięso.;true
8becb329-b74f-37b4-b1d4-03780e0d800d;Jawellery;Biżuteria;Biżuteria leży w szufladzie.;true
7c385046-47c3-3cdc-862d-36392369fb4f;Occupation;Zawód;Jaki masz zawód?;true
4c734229-631c-3b8d-8f2c-f0a42cfca5a6;Means of transport;Środek transportu;Autobus to tani środek transportu.;true
541cbe4f-93a0-3863-8a91-626782d12e55;Tram;Tramwaj;Jadę tramwajem do centrum.;true
9385aec1-3c45-323c-a779-fd3b53a593a9;Engineer;Inżynier;Inżynier projektuje budynki.;true
2cd62e60-c812-3546-aef5-9275ca9009fd;Pear;Gruszka;Jestem głodny, zjem gruszkę.;true
9bfedf57-5e7e-30c1-af12-03e3b773df51;Old(thing);Stary;To jest stare zdjęcie.;true
3f4c2de0-6615-3566-a1d3-95b3ffc52ac0;Slow;Wolny;Żółw jest bardzo wolny.;true
34597ffb-eff0-3efc-891d-1a06a402820e;Empty;Pusty;Szklanka jest pusta, nalej wody!;true
4195c53e-d7ff-3254-84dd-4d2418f65acf;Full;Pełny;Moja torba jest pełna książek.;true
292840e2-34db-3da3-80f7-b7f1b47876c0;Short(duration);Krótki;Film był krótki.;true
b5d3d961-ecac-32d3-b844-76f5cf811118;Long(duration);Długi;To był długi dzień.;true
9e0ae84c-74a5-3dad-934a-3b18a0aeb180;Rectangle;Prostokąt;Drzwi mają kształt prostokąta.;true
a7c4450f-fd17-3c46-90f1-2c3f8fee00a5;Circle;Koło;Narysuj koło!;true
7d65edc9-4af2-3411-afe0-2b02be4cad2f;Triangle;Trójkąt;Trójkąt ma trzy kąty.;true
21ce6f54-ea0f-3fbd-a2a2-55b195a6373c;Square;Kwadrat;Kwadrat ma cztery równe boki.;true
65e129d6-b566-388a-adef-8d576a0f8eca;Garage;Garaż;Samochód stoi w garażu.;true
9c0bd6c7-db00-3bb4-a6a0-ee02c6fc35ac;Repair;Naprawić;Trzeba naprawić rower.;true
3ea56e8c-0ae2-3c6f-95a7-f08a946b56a6;Tall;Wysoki;Wysoki budynek stoi w centrum.;true
eac491b8-0366-3ed2-8c5a-1cd09f71970d;Spend(time);Spędzać;Chętnie spędzam tu czas.;true
0df63487-abd6-3985-b20c-08c096e7bdbf;To care;Dbać;Dbasz o swoje rośliny?;true
9fe7c7d9-4f7b-3499-8f72-6b47719cf008;To look for(search);Szukać;Szukam kluczy wszędzie.;true
b9dfe2b3-e3ab-3fd7-9ad3-69d98f71216d;Huge amount;Mnóstwo;Czeka mnie mnóstwo pracy.;true
3826273c-9cc3-34eb-8265-49493faadfb8;Sad;Smutny;Jestem smutny, bo wyjeżdżasz.;true
1d10569d-e3e9-313a-b2fa-4ff070190198;Completly;Zupełnie;Masz zupełną rację!;true
a0443010-c2da-31b5-ac0a-ec8df84b6dd9;Clever;Mądry;Mądry uczeń dużo się uczy.;true
5db504ad-c19d-35f9-8c09-45a826f3742d;Stupid;Głupi;Nie bądź taki głupi!;true
2e412d77-856b-3d0d-8971-d62629e099a1;Busy;Zajęty;Dziś jestem bardzo zajęty.;true
