WORD_ID;FROM;TO;EXAMPLE;GLOBAL_ENABLED
fa94fe86-5024-31cc-ad92-a5ccd174bb1b;Plant;Növény;Ez a növény sok vizet kap.;true
e35568fd-ce2a-35b8-a05c-6aeeb0e13c5b;Adult;Felnőtt;Ez a film csak felnőtteknek szól.;true
4588509e-5c5e-34c5-a511-939483258639;Suit;Öltöny;Az apám öltönyt visel a munkában.;true
da8bebd4-3770-3117-83a8-7a517d933c83;Tie;Nyakkendő;Piros nyakkendőt viselek ma.;true
83217b91-ac6a-3505-9d0f-5e061b7204b3;Pants;Nadrág;Az új nadrágomat vettem fel.;true
ee2ab4ac-b015-39d8-a51e-8cc90d52908c;West;Nyugat;Nyugat felé haladunk.;true
bc4888c5-6302-39e9-9b9b-bf16a0f9ef7d;East;Kelet;A nap keleten kel fel.;true
c8f3ad38-b700-31f1-a065-879c265c29bc;North;Észak;Északon hideg a tél.;true
2f2a6db3-7da1-3a69-8f06-63e83ad6743c;South;Dél;Délen melegebb az időjárás.;true
1d9910a3-3a4a-306d-9821-5b0f9698cd12;Before;Előtt;Az ülés előtt kávét iszom.;true
c2f2c23a-c7c7-3c40-9694-52f87ae63413;After;Után;Munka után hazamegyek.;true
97645ea2-d30f-3349-8bca-8cf57d913395;Behind;Mögött;A macska az asztal mögött van.;true
bc607a20-f85a-3e88-a417-4e9efe6b5181;Beside;Mellett;Mellettem ül a barátom.;true
aaf8b622-1ac2-304b-8d35-6bb0918b1b52;Weekday;Hétköznap;Hétköznapokon korán kelek.;true
1f6dc86c-e893-37dd-9a5c-75f44215ebf3;Important;Fontos;Fontos a jó egészség.;true
ab722005-450a-3cd1-bedc-f6c462e62337;Flat(surface);Lapos;Az asztal teteje lapos.;true
47202802-1b3a-366d-b894-c9fc13bddb52;In the middle;Középen;A lámpa középen lóg.;true
25317773-0ea0-3c5b-9da5-a393e129ac51;To stay;Maradni;Ma este itthon maradok.;true
61892ff7-b52b-347e-ad1a-1a07e87aed09;Disadventage;Hátrány;Ennek a tervnek van hátránya.;true
82a4421b-ce03-35c6-b1f3-b1bca1a1df7d;Advantage;Előny;A lakás előnye a nagy kert.;true
ad480e9e-db83-3bd8-a5fd-2d4d080ebe4f;Friendly;Barátságos;A szomszédaim nagyon barátságosak.;true
4da5ea2b-a8b0-3c2b-bc1e-4395815266fb;Bracelet;Karperec;Szép karperecet kaptam ajándékba.;true
62d2775a-b489-31c4-9ec2-b8039396b9da;Kind;Kedves;Nagyon kedves vagy!;true
8453ce8a-5f48-3f79-8b80-ab45194782a0;Short(height);Alacsony;A húgom alacsony és szőke.;true
01057ce9-599c-35bb-a462-466aaedd14f8;Long(height);Magas;A bátyám nagyon magas.;true
673afcba-63b8-315f-8d3b-791e4e499116;Old;Öreg;Az öreg kutya alszik a fotelban.;true
1c7ecc57-7a22-3a3c-b764-5220a8f5a2d6;Young;Fiatal;A tanárnőnk fiatal és vidám.;true
1db66d9c-1815-329a-9b54-c43643be62e3;Younger sister;Húg;A húgom hat éves.;true
788f84b2-887e-3ff0-b73d-5e262ac43250;Sister;Nővér;A nővérem Bécsben lakik.;true
55f54068-c908-3ee5-9f1e-dcb34b3fbf6b;Older Sister;Néne;A nénémet Annának hívják.;true
61bb31a4-0603-3426-aa4e-4d4afa8395ca;Younger brother;Öcs;Az öcsém focizni szeret.;true
a2320d57-7495-3d74-a73f-02555e73c36b;Older brother;Báty;A bátyám mérnök.;true
882d710a-3e78-331a-be4a-b1d1e8a12da0;Brother;Fivér;Két fivérem van.;true
b9d9e6c9-9116-3fde-a5e1-de77c46e30e4;Usually;Általában;Általában busszal megyek dolgozni.;true
78270911-4a65-3b50-a0ab-efd9283d0d3d;Rarely;Ritkán;Ritkán eszem húst.;true
752451f8-8d30-3fd3-be6b-26dc74af09d2;Jawellery;Ékszer;Az ékszer a fiókban van.;true
6cb7ad4f-df13-3ce1-9895-841212243600;Occupation;Foglalkozás;Mi a foglalkozásod?;true
a3febea3-1ee5-3013-ae5c-bcf82daf7c12;Means of transport;Közlekedési eszköz;A busz olcsó közlekedési eszköz.;true
02b906ad-7a5e-33ed-981f-0578f3a69d68;Tram;Villamos;A villamossal megyek a centrumba.;true
adf137e3-0293-3c3b-bfba-5007695d5a5d;Engineer;Mérnök;A mérnök tervezi az épületet.;true
3e10e6c5-01e8-3725-9ac1-d1808c442fca;Pear;Körte;Éhes vagyok, eszek egy körtét.;true
3905bd92-7882-3115-bc02-1bee106806a7;Old(thing);Régi;Ez egy régi fénykép.;true
aa2bbe3d-7db4-36bc-9a11-220ef35a66c7;Slow;Lassú;A teknős nagyon lassú.;true
b7a0bb09-fdfc-3b0b-988f-bef454ceada8;Empty;Üres;A pohár üres, tölts bele vizet!;true
032d8ca7-2f6d-3dc0-9c74-d974bc64d321;Full;Tele;A táskám tele van könyvekkel.;true
1b428934-f8b7-3f84-b1de-e79b15c40a66;Short(duration);Rövid;A film rövid volt.;true
ab489605-ed4c-39ec-b1b4-4da62d710a73;Long(duration);Hosszú;Hosszú nap volt ma.;true
33197143-dc86-3755-a750-b7a159700b41;Rectangle;Téglalap;Az ajtó téglalap alakú.;true
b5f35945-882c-3404-8f0a-40c078125ed5;Circle;Kör;Rajzolj egy kört!;true
71ca08f4-6266-3786-a038-1347f0daab18;Triangle;Háromszög;A háromszögnek három sarka van.;true
efb5439c-8f8a-3149-a4bc-558c92f51836;Square;Négyzet;A négyzetnek négy egyforma oldala van.;true
ef4c428e-c88f-3ff1-bebd-5828636f6514;Garage;Garázs;Az autó a garázsban van.;true
95c88bc8-13ff-312c-bc71-fec6131ac2ec;Repair;Javítani;Meg kell javítani a biciklit.;true
c1e68fa0-3081-3821-8c75-44a2644432f6;Tall;Magas;A magas épület a városközpontban van.;true
7c8fe68d-ba44-3ef6-9366-75afc49581ed;Spend(time);Tölteni;Szívesen töltöm itt az időt.;true
e26f6e56-206a-3cce-b75f-51bb264077bb;To care;Törődni;Törődsz a növényeiddel?;true
80cc6fe9-0b87-3df1-a5e8-3f50b9cc4b23;To look for(search);Keresni;A kulcsomat keresem mindenhol.;true
15c1c593-367b-35f4-8a81-9bfce69f61c9;Huge amount;Rengeteg;Rengeteg munka vár rám.;true
2d3c6260-023b-3e2f-88af-30f8937cfec4;Sad;Szomorú;Szomorú vagyok, mert elmész.;true
a5650f02-35ad-3e94-b9c1-335b1d66cb4d;Completly;Teljesen;Teljesen igazad van!;true
0cef1f56-8f47-313d-b6e4-f82f53b6181f;Clever;Okos;Az okos diák sokat tanul.;true
b4bfabfa-07d3-3595-84ce-c3573b90a0f3;Stupid;Hülye;Ne légy olyan hülye!;true
0e2ebc62-a9aa-34b5-8fd1-bdc8f51f2118;Busy;Elfoglalt;Ma nagyon elfoglalt vagyok.;true
59a194c3-3a24-35db-8736-3091ebf3973c;Peace;Nyugalom;Szeretem a nyugalmat.;true
2501e378-ed72-372c-b682-cafca8f79946;Tent;Sátor;A sátor a kempingben van.;true
2ef829be-7282-346f-b797-056b14178624;Traffic;Forgalom;A forgalom nagyon sűrű a városban.;true
43ab4cd6-900f-3df3-a652-9537e85bb977;Request;Kérelem;Kérem, segíts nekem!;true
664af1f9-1307-37bb-af7b-c96bbadf8afa;Client;Ügyfél;Az ügyfél elégedett a szolgáltatással.;true
fb9551cb-8ca6-368b-8969-11a49fe3c2b9;Bouquet;Csokor;Vettem egy csokor virágot.;true
de09589c-e917-3569-a2da-8da95b0ec841;Painting;Festmény;Ez a festmény nagyon szép.;true
ad9c8e1b-7a0c-3e5f-8c9b-1a2e5f4b6c3d;Each other;Egymás;Szeretjük egymást.;true
ab1c8e9e-5a7d-3c8b-9f0a-2d4e6f8b9c0d;To recognize;Ismerni;Ismered ezt a szót?;true
3d3b2af8-18b3-4897-a0d5-147837584c72;Term;Kifejezés;Ez egy új kifejezés számomra.;true
b80e3c2d-e624-4c67-a155-cc3b0d1966c9;Dictionary;Szótár;Használok egy szótárt a tanuláshoz.;true
0e2ebc62-a9aa-34b5-8fd1-bdc8f51f2119;Statue;Szobor;A szobor a parkban áll.;true
0e2ebc62-a9aa-34b5-8fd1-bdc8f51f2120;Pedestrian;Gyalogos;A gyalogosoknak zöld jelzést adtak.;true
0e2ebc62-a9aa-34b5-8fd1-bdc8f51f2121;Garden gnome;Kerti törpe;A kerti törpe a virágágyásban van.;true
0e2ebc62-a9aa-34b5-8fd1-bdc8f51f2122;Globe;Földgömb;A földgömbön látható a világ.;true
0e2ebc62-a9aa-34b5-8fd1-bdc8f51f2123;Flowerbed;Virágágyás;A virágágyás tele van színes virágokkal.;true
0e2ebc62-a9aa-34b5-8fd1-bdc8f51f2124;Lipstick;Rúzs;A rúzs piros színű.;true
